"('not yet another barbecue sauce', 'Malty')"
"('granny s fudge', 'Specialty')"
"('spinach salad with sesame dressing', 'Malty')"
"('spectacular spinach balls', 'Fruity/Spicy')"
"('tuna kabobs', 'Malty')"
"('chunky chocolate and oat cookies', 'Roasty')"
"('copycat mcdonald s  broccoli cheese soup', 'Fruity/Spicy')"
"('oven fried zucchini sticks', 'Fruity/Spicy')"
"('dulce de leche   fudge like vanilla caramel   it s sinfully wond', 'Specialty')"
"('crab stuffed bell peppers', 'Hoppy')"
"('american sweet potato pudding', 'Specialty')"
"('pizza wraps for two', 'Hoppy')"
"('quick   easy spinach and feta phyllo pie', 'Fruity/Spicy')"
"('oyster sauce on chinese broccoli gai lan', 'Fruity/Spicy')"
"('ham and cheese waffles', 'Fruity/Spicy')"
"('whole baked ham', 'Specialty')"
"('cherry jublee pie', 'Specialty')"
"('chocolate chip cream cheese dip', 'Specialty')"
"('casserole lasagna', 'Fruity/Spicy')"
"('chicken rice stove top  dish', 'Malty')"
"('lemon rice with scallions', 'Hoppy')"
"('orange and ginger glaze for pork roast or ham', 'Fruity/Spicy')"
"('peanut butter rice krispy treats with chocolate frosting', 'Malty')"
"('karin calloway s crock pot sweet and sour meatballs', 'Hoppy')"
"('garlic swiss steak', 'Hoppy')"
"('chipirones en su tinta  stuffed baby squid in its own ink', 'Hoppy')"
"('sauteed leeks in lemon dill butter', 'Hoppy')"
"('garden potato and green bean salad  du jardin', 'Hoppy')"
"('chai chocolate chip biscotti', 'Specialty')"
"('kittencal s mini meatball minestrone soup', 'Hoppy')"
"('best hot cocoa ever  and real whipped cream', 'Specialty')"
"('raw tuscan kale salad with pecorino', 'Hoppy')"
"('easy zucchini lasagna', 'Fruity/Spicy')"
"('worlds best soup for diseases  or soup   not to die for', 'Smoky')"
"('sauteed chicken in mustard cream sauce', 'Crisp')"
"('chewy brownies', 'Rich/Hearty')"
"('beef pie', 'Hoppy')"
"('anytime pizza casserole', 'Hoppy')"
"('cheryl s comforting macaroni and cheese', 'Hoppy')"
"('mustardy potato pierogies', 'Hoppy')"
"('my favorite sweet and sour sauce', 'Fruity/Spicy')"
"('restaurant chicken gravy', 'Malty')"
"('prawn cocktail sauce', 'Malty')"
"('smoked haddock soup', 'Crisp')"
"('eggplant stew with golden raisin polenta  rachel ray', 'Hoppy')"
"('sun dried tomato creamy vegetable pie', 'Fruity/Spicy')"
"('asian skillet cabbage', 'Hoppy')"
"('japanese eggplant  teriyaki style', 'Sour')"
"('rustic porcini onion stuffing', 'Hoppy')"
"('comforting beef stroganoff casserole', 'Hoppy')"
"('olive   cheese quick bread', 'Specialty')"
"('catalina dressing', 'Hoppy')"
"('fast chipotle baked beans', 'Smoky')"
"('chocolate bundt cake', 'Specialty')"
"('uptown collards', 'Hoppy')"
"('jeanne s steak fajitas with special marinade', 'Hoppy')"
"('millet vegetable risotto', 'Hoppy')"
"('chocolate oat cookie bars', 'Specialty')"
"('burning mandarin martini', 'Fruity/Spicy')"
"('chex pumpkin pie crunch', 'Specialty')"
"('tomato and basil pasta', 'Fruity/Spicy')"
"('monterey beans and cheese', 'Hoppy')"
"('school house cookies', 'Specialty')"
"('the best baked vidalia onion dip', 'Hoppy')"
"('ginger garlic linguine', 'Hoppy')"
"('chicken cheese  enchilada soup', 'Hoppy')"
"('orange and soy chicken', 'Fruity/Spicy')"
"('coconut macaroons for pesach or any time', 'Malty')"
"('hot parma dip   meatball sauce', 'Hoppy')"
"('witches  fingers', 'Crisp')"
"('swiss pork chops with mustard sauce', 'Hoppy')"
"('fettuccine with chicken and mushrooms in gorgonzola cream sauce', 'Fruity/Spicy')"
"('mushroom leek frittata', 'Hoppy')"
"('corn beef  oven roasted corned beef', 'Hoppy')"
"('cinnamon roll muffins', 'Specialty')"
"('amazing brown rice salad', 'Sour')"
"('tiny tarts with pecan or pumpkin filling', 'Specialty')"
"('southwest rotisserie chicken', 'Hoppy')"
"('creamy tomato gorgonzola soup', 'Hoppy')"
"('canadian blueberry custard pie', 'Hoppy')"
"('old fashion peanut butter roll', 'Malty')"
"('chocolate almond bark', 'Roasty')"
"('tomato   spinach pasta toss', 'Fruity/Spicy')"
"('brownie recipe adapted from the shomron chef', 'Malty')"
"('coffee crusted pork chops', 'Hoppy')"
"('chili cheesy skillet chicken', 'Fruity/Spicy')"
"('christine s crock pot bbq chicken wings', 'Malty')"
"('double chocolate pudding cookies', 'Specialty')"
"('pizza meatloaf cups', 'Hoppy')"
"('ham salad  sandwiches', 'Specialty')"
"('jambasta', 'Malty')"
"('parsley and chive herbed butter', 'Hoppy')"
"('imperial chicken  parmesan   garlic', 'Hoppy')"
"('quick microwave cornbread', 'Hoppy')"
"('rose lassi', 'Malty')"
"('kielbasa chorizo', 'Hoppy')"
"('light pasta carbonara', 'Hoppy')"
"('salad of kumquats  dates and shaved parmesan', 'Hoppy')"
"('margarita shrimp', 'Hoppy')"
"('calypso curried chicken', 'Hoppy')"
"('pasta with sausagemeat and carrots', 'Malty')"
"('perogies casserole   meal in one', 'Smoky')"
"('mascarpone orzo risotto', 'Fruity/Spicy')"
"('farfalle with goat cheese and roasted peppers', 'Fruity/Spicy')"
"('lunkers', 'Roasty')"
"('down on the farm chicken casserole', 'Specialty')"
"('asparagus with lemon butter', 'Hoppy')"
"('streuseled sweet potato casserole', 'Malty')"
"('creamy limoncello', 'Malty')"
"('texas stuffed grilled burgers', 'Hoppy')"
"('sesame noodles with roast pork', 'Roasty')"
"('wisconsin cheese chowder', 'Malty')"
"('bacon wrapped pork meatloaf', 'Smoky')"
"('egyptian brown bean salad', 'Hoppy')"
"('mexicali spoon bread casserole', 'Hoppy')"
"('delicious vanilla dairy free wheat free cupcakes', 'Hoppy')"
"('pink potato soup', 'Hoppy')"
"('long live the irish green salad', 'Hoppy')"
"('almost instant and always fabulous grilled cheese', 'Fruity/Spicy')"
"('grilled zucchini  onions  and red peppers', 'Crisp')"
"('sweet and salty kettle corn  rachael ray', 'Rich/Hearty')"
"('raisin or date bran muffins', 'Malty')"
"('turkish lamb pita burgers', 'Hoppy')"
"('isreals pie yummy', 'Hoppy')"
"('creamed tuna on toast', 'Hoppy')"
"('winter spiced fruit', 'Fruity/Spicy')"
"('brussels sprouts  with cheese', 'Malty')"
"('ribollita', 'Hoppy')"
"('kimchi bokkeum bap  kimchi fried rice', 'Hoppy')"
"('fresh tomato and cucumber salad', 'Hoppy')"
"('southwest bean soup', 'Hoppy')"
"('smith island cake', 'Specialty')"
"('shiitake lentil pressure cooker soup', 'Malty')"
"('cuppa slice', 'Roasty')"
"('chicken firecrackers  oamc', 'Malty')"
"('lemon crumb cake', 'Hoppy')"
"('baked maple oatmeal', 'Malty')"
"('all american hamburgers', 'Smoky')"
"('mollie katzen s mushroom popover pie', 'Roasty')"
"('kolobki  russian cottage cheese donuts', 'Specialty')"
"('banana cream deelight', 'Specialty')"
"('spicy indian burger 2', 'Hoppy')"
"('ronas pineapple   cheese dip', 'Specialty')"
"('lemon and white chocolate mousse parfaits with strawberries', 'Hoppy')"
"('easiest peanut dressing for fruit in the whole world  2 ingredie', 'Malty')"
"('beef cups', 'Hoppy')"
"('peachy delight', 'Roasty')"
"('the ultimate muffins', 'Specialty')"
"('crispy zucchini cakes', 'Hoppy')"
"('strawberry cake with frosting', 'Rich/Hearty')"
"('cinnamon glazed carrots', 'Malty')"
"('vegetarian california rolls  sushi', 'Crisp')"
"('sweet potato chili', 'Hoppy')"
"('wild blueberry   lingonberry cookies', 'Specialty')"
"('easy weeknight casserole', 'Hoppy')"
"('italian sausage and onions', 'Hoppy')"
"('spaghetti sauce with meat   slow method', 'Hoppy')"
"('dixie pecan pie', 'Malty')"
"('wet chocolate l orange pound cake', 'Specialty')"
"('chocolate cupcakes with cheesecake centers', 'Specialty')"
"('cookies  n cream kiss cookies', 'Specialty')"
"('my favorite stir fry sauce', 'Hoppy')"
"('cheesy potato skillet stuff', 'Roasty')"
"('brown sugar walnut fudge', 'Malty')"
"('fried egg sandwich', 'Hoppy')"
"('oatmeal breakfast bread', 'Malty')"
"('southwest smashed potatoes', 'Hoppy')"
"('african sweet potato pudding', 'Roasty')"
"('agua fresca de papaya', 'Hoppy')"
"('three cheese bread', 'Fruity/Spicy')"
"('restaurant style sweet and sour mix', 'Hoppy')"
"('thai style salmon on coconut milk noodles', 'Hoppy')"
"('creamy onion smothered pork chops  microwave', 'Hoppy')"
"('easy cheesy pizzas on the grill', 'Hoppy')"
"('chopped cucumber mustard pickles', 'Fruity/Spicy')"
"('boston style baked beans', 'Hoppy')"
"('havrvest tomato corn chowder', 'Smoky')"
"('chili orange marinade', 'Hoppy')"
"('easy baked summer yellow squash', 'Rich/Hearty')"
"('jen s biscuit topped breakfast casserole', 'Hoppy')"
"('chewy fruit   oatmeal bars', 'Specialty')"
"('sewickley hotel diet chicken', 'Malty')"
"('hearty chicken and rice soup', 'Hoppy')"
"('pears poached in spiced wine', 'Fruity/Spicy')"
"('italian chicken and tomatoes', 'Fruity/Spicy')"
"('master recipe for pasta dough', 'Fruity/Spicy')"
"('middle eastern turkey dogs', 'Hoppy')"
"('little applesauce muffins', 'Malty')"
"('chocolate banana pudding pops', 'Roasty')"
"('hearts of italy pizza w white wine honey crust', 'Fruity/Spicy')"
"('roasted eggplant  aubergine   and potato soup', 'Malty')"
"('banana blueberry  or chocolate chip  muffins', 'Specialty')"
"('s o s dip  a k a dried beef dip', 'Roasty')"
"('pineapple wonder cake', 'Specialty')"
"('cajun bourbon chicken bites', 'Fruity/Spicy')"
"('fat free chocolate mocha cake', 'Roasty')"
"('cream of green bean soup', 'Specialty')"
"('beef burritos', 'Hoppy')"
"('elsa s sunday cake', 'Specialty')"
"('awesome sesame chicken', 'Crisp')"
"('chocolate chip oatmeal cake', 'Specialty')"
"('cajun salmon sandwich with goat cheese and lemon mayonnaise', 'Hoppy')"
"('scalloped potatoes with heavy cream and cheese', 'Specialty')"
"('gorgeous little butterfly cakes or fairy cakes', 'Fruity/Spicy')"
"('yves veggie chili', 'Hoppy')"
"('melberple non alcoholic cocktail', 'Malty')"
"('garlic crusted pork loin with mashed acorn squash', 'Rich/Hearty')"
"('apple  cranberry  currant pie w  lemon nutmeg crust', 'Hoppy')"
"('cracker crumb topped chicken and noodle casserole', 'Fruity/Spicy')"
"('karlen s  even a blonde can do it  party spread', 'Fruity/Spicy')"
"('fish baked with sour cream', 'Hoppy')"
"('easy  n elegant fruit cocktail', 'Hoppy')"
"('rachel ray s holy shitake mushroom slaw', 'Hoppy')"
"('costa rican stuffed tortilla', 'Hoppy')"
"('sliced peaches in lime rum sauce  diabetic', 'Roasty')"
"('chinese noodle vegetable bowl', 'Rich/Hearty')"
"('beans and stuff', 'Hoppy')"
"('excellent red clam sauce', 'Fruity/Spicy')"
"('carrot and ginger soup   ww', 'Rich/Hearty')"
"('15 minute shrimp carbonara fettuccine', 'Hoppy')"
"('quickest stir fried pineapple chicken', 'Malty')"
"('awsome ribs', 'Hoppy')"
"('brown eyed susan muffins', 'Specialty')"
"('baby sweet peas with honey pecan butter', 'Malty')"
"('chicken thighs teriyaki  marinated and grilled', 'Fruity/Spicy')"
"('oatmeal nut waffles', 'Malty')"
"('chocolate covered cherry pie', 'Specialty')"
"('pokey balls and potatoes', 'Malty')"
"('smoked salmon  goat cheese and mustard crouton', 'Fruity/Spicy')"
"('crack  lasagna', 'Fruity/Spicy')"
"('garlic   red wine vinegar salad dressing', 'Hoppy')"
"('eurasian roast chicken', 'Fruity/Spicy')"
"('st  louis pork ribs on the grill', 'Malty')"
"('pig  n  shrooms  pork medallions with mushroom sauce', 'Specialty')"
"('jewel jam', 'Sour')"
"('beef sirloin tip roast with mushroom gravy', 'Roasty')"
"('butternut squash with brown butter', 'Malty')"
"('the mud slide', 'Specialty')"
"('easy hot chili dip', 'Hoppy')"
"('pumpkin peanut butter bread', 'Specialty')"
"('crunch top apple pie', 'Fruity/Spicy')"
"('coffee with coconut milk', 'Roasty')"
"('chicken barley chili', 'Malty')"
"('my sin  dessert', 'Specialty')"
"('potato pizza hot dish', 'Hoppy')"
"('airy hamburger buns', 'Malty')"
"('ww cajun chicken spinach wraps 5 points', 'Malty')"
"('broccoli with black bean garlic sauce', 'Roasty')"
"('crock pot chicken creole  almost ww core', 'Hoppy')"
"('sylvia s walnut cookies', 'Fruity/Spicy')"
"('low fat baking mix oatmeal cookies', 'Specialty')"
"('green bean and parmesan soup', 'Hoppy')"
"('no bake chocolate oatmeal nut cookies', 'Specialty')"
"('strisce e ceci', 'Hoppy')"
"('chicken broccoli alfredo', 'Fruity/Spicy')"
"('pink molded salad', 'Specialty')"
"('citrus flavored bread for bread machines', 'Hoppy')"
"('mmmm smooth   creamy coconut cheesecake', 'Specialty')"
"('simple pilaf', 'Malty')"
"('cinnamon cooked apples', 'Malty')"
"('silver dollar pancakes  gluten free', 'Specialty')"
"('caramel matzo crunch', 'Roasty')"
"('drew s divan', 'Fruity/Spicy')"
"('rattlesteak', 'Hoppy')"
"('tandoori style barbecue sauce', 'Fruity/Spicy')"
"('kitty dip', 'Smoky')"
"('mushroom leek soup', 'Rich/Hearty')"
"('illinois apple pie', 'Malty')"
"('granny s crumb coffeecake', 'Specialty')"
"('fluffy tapioca pudding', 'Specialty')"
"('grilled chicken alfredo', 'Fruity/Spicy')"
"('caprese tartlets   recipe courtesy melissa d arabian', 'Fruity/Spicy')"
"('greek grouper', 'Hoppy')"
"('ugandan kabobs', 'Hoppy')"
"('sea bass steaks with orange salsa  or tuna', 'Hoppy')"
"('all fruit  popsicles  melons and berries', 'Malty')"
"('joe s swiss roast', 'Rich/Hearty')"
"('country seed bread  bread machine', 'Malty')"
"('lemon or lime marmalade', 'Malty')"
"('oven baked nachos', 'Smoky')"
"('vegetables in creamy onion sauce', 'Specialty')"
"('waffle breakfast casserole', 'Malty')"
"('crock pot country ribs with apples and sauerkraut', 'Malty')"
"('spicy black eyed peas', 'Hoppy')"
"('english beef steak pie', 'Hoppy')"
"('patrick s fast and delicious beefsteak tips and noodles', 'Hoppy')"
"('we re going bananas  bread', 'Malty')"
"('stuffed green bell  peppers', 'Hoppy')"
"('gourmet girl s deluxe macaroni and cheese', 'Hoppy')"
"('feta and olive oil salad dressing', 'Fruity/Spicy')"
"('bergischer sauerbraten', 'Hoppy')"
"('molasses pound cake', 'Malty')"
"('easy chicken tagine tajine with olives and lemon', 'Fruity/Spicy')"
"('antipasto of prosciutto  cheese  strawberries and balsamic onion', 'Specialty')"
"('baby bellini', 'Hoppy')"
"('lemon ginger muffins', 'Hoppy')"
"('ww 3 point oatmeal cookies weight watchers', 'Malty')"
"('glgi spice mixture for white wine', 'Roasty')"
"('peach raspberry smoothie', 'Fruity/Spicy')"
"('cinnamon apple pork chops recipe', 'Malty')"
"('good bread', 'Malty')"
"('apricot coconut crumble cake', 'Specialty')"
"('southwestern grilled chicken with lime butter', 'Hoppy')"
"('amazing cinnamon apple rice stuffed chicken gfcf', 'Fruity/Spicy')"
"('the lady s chicken noodle soup   paula deen', 'Hoppy')"
"('roasted asparagus with feta', 'Hoppy')"
"('gingered peach pear no cook freezer jam', 'Hoppy')"
"('salmon steak', 'Hoppy')"
"('amerigo s chicken tuscany', 'Fruity/Spicy')"
"('peppery chicken breasts', 'Malty')"
"('spinach and cheese rice with  mushrooms', 'Fruity/Spicy')"
"('cinnamon swirl orange bread', 'Fruity/Spicy')"
"('old  south  pumpkin  pie  with  apple butter', 'Specialty')"
"('stir fry chicken liver in black pepper sauce', 'Hoppy')"
"('hot buttered rum w  brandy  batter', 'Specialty')"
"('fresh strawberry muffins', 'Malty')"
"('mama kat s squash casserole', 'Specialty')"
"('biba s osso bucco', 'Malty')"
"('chicken breasts with apple curry sauce', 'Hoppy')"
"('bbq lime pork chops', 'Hoppy')"
"('munsterland buttermilk bread', 'Specialty')"
"('south american cooler', 'Specialty')"
"('halloween chili', 'Specialty')"
"('straw hats', 'Fruity/Spicy')"
"('fish  tomato and spinach casserole', 'Hoppy')"
"('tasty baked roast chicken', 'Malty')"
"('chicken  spinach   gnocchi soup', 'Fruity/Spicy')"
"('jam streusel bars', 'Malty')"
"('bloody mary oven fried chicken', 'Malty')"
"('maple mustard pork tenderloin with apples  lite', 'Malty')"
"('sherry laced garlic soup with pasta stars', 'Fruity/Spicy')"
"('pina coladas', 'Hoppy')"
"('christmas plum pudding', 'Fruity/Spicy')"
"('chocolate drizzled almonds', 'Roasty')"
"('lemon ricotta pudding', 'Malty')"
"('filet mignon gorgonzola with sun dried tomatoes', 'Hoppy')"
"('green olive relish   basic', 'Hoppy')"
"('aunt jennie s favorite pumpkin cake', 'Fruity/Spicy')"
"('chocolate crescent roll', 'Specialty')"
"('gomasio  japanese sesame seed condiment', 'Malty')"
"('black bean burger', 'Hoppy')"
"('fresh tomato sandwich', 'Hoppy')"
"('quick   easy crab cakes', 'Malty')"
"('sirloin sandwich deluxe', 'Hoppy')"
"('how to prepare cabbage leaves for stuffing', 'Malty')"
"('easy bake oven baked apple', 'Malty')"
"('lynne s banana bread', 'Rich/Hearty')"
"('pineapple mustard', 'Malty')"
"('haute couture cheese enchiladas with tomatillo salsa', 'Hoppy')"
"('brownie pizza  paula deen', 'Specialty')"
"('chicken with fettuccine', 'Fruity/Spicy')"
"('peach glazed pork tenderloin', 'Fruity/Spicy')"
"('citrus steamed trout with quinoa pilaf', 'Hoppy')"
"('caramel clusters', 'Malty')"
"('world s fastest tomato sauce pasta', 'Fruity/Spicy')"
"('greek stuffed flank steak', 'Hoppy')"
"('philly chinatown oriental ginger cucumbers', 'Hoppy')"
"('lemon sago', 'Hoppy')"
"('honey lemon ginger tea', 'Fruity/Spicy')"
"('crispy roast chicken with riesling  grapes and tarragon', 'Fruity/Spicy')"
"('tofu risotto', 'Fruity/Spicy')"
"('super super bowl smokies  crock pot  or not', 'Smoky')"
"('hot and sweet drumsticks', 'Malty')"
"('uncle bill s pasta with a vegetarian tomato sauce', 'Fruity/Spicy')"
"('4 cheese mexican tortilla appetizers', 'Hoppy')"
"('egg fried bread', 'Malty')"
"('copycat fantastic chocolate mint frangos', 'Roasty')"
"('shrimp   cracker quiche', 'Specialty')"
"('simple buttermilk pie', 'Specialty')"
"('orange milano', 'Fruity/Spicy')"
"('crock pot chicken supreme', 'Fruity/Spicy')"
"('quincy jones  thriller ribs', 'Smoky')"
"('southwest tortilla rolls', 'Hoppy')"
"('simple cabbage and potato bake', 'Malty')"
"('british herb scones  biscuits', 'Rich/Hearty')"
"('sweet and sour plum meatballs', 'Hoppy')"
